event_id,event_type,product_id,customer_id,event_time,quantity,price
51,purchase,56,663,2024-09-23T18:03:28.000717,1.0,166.85
52,purchase,95,814,2024-09-16T18:03:28.000717,1.0,474.33
53,add_to_cart,53,877,2024-09-16T18:03:28.000717,3.0,1374.15
54,add_to_cart,100,434,2024-10-04T18:03:28.000717,5.0,958.85
55,purchase,8,653,2024-10-10T18:03:28.000717,1.0,106.45
56,purchase,15,690,2024-10-13T18:03:28.000717,1.0,393.35
57,page_view,24,447,2024-10-15T18:03:28.000717,,
58,add_to_cart,3,412,2024-10-06T18:03:28.000717,4.0,925.08
59,purchase,21,539,2024-09-30T18:03:28.000717,2.0,464.82
60,purchase,84,682,2024-10-05T18:03:28.000717,5.0,810.5
61,purchase,13,823,2024-10-04T18:03:28.000717,5.0,1647.8999999999999
62,page_view,38,12,2024-09-18T18:03:28.000717,,
63,purchase,100,743,2024-09-24T18:03:28.000717,1.0,191.77
64,page_view,25,821,2024-10-13T18:03:28.000717,,
65,page_view,52,899,2024-10-14T18:03:28.000717,,
66,page_view,50,301,2024-10-10T18:03:28.000717,,
67,page_view,23,37,2024-10-03T18:03:28.000717,,
68,purchase,80,944,2024-10-12T18:03:28.000717,3.0,206.94
69,page_view,13,835,2024-09-29T18:03:28.000717,,
70,purchase,10,726,2024-10-08T18:03:28.000717,5.0,1617.9499999999998
71,add_to_cart,78,284,2024-09-25T18:03:28.000717,1.0,193.8
72,page_view,7,237,2024-09-27T18:03:28.000717,,
73,add_to_cart,76,866,2024-09-27T18:03:28.000717,5.0,429.65000000000003
74,purchase,23,56,2024-09-20T18:03:28.001713,3.0,1129.77
75,page_view,59,369,2024-10-15T18:03:28.001713,,
76,add_to_cart,62,54,2024-09-20T18:03:28.001713,3.0,1188.78
77,add_to_cart,17,510,2024-10-12T18:03:28.001713,5.0,774.7
78,page_view,100,539,2024-09-23T18:03:28.001713,,
79,purchase,69,556,2024-10-01T18:03:28.001713,5.0,1468.85
80,purchase,50,522,2024-09-22T18:03:28.001713,5.0,1489.8
81,add_to_cart,76,362,2024-09-20T18:03:28.001713,4.0,343.72
82,purchase,100,49,2024-10-03T18:03:28.001713,2.0,383.54
83,add_to_cart,84,616,2024-10-01T18:03:28.001713,4.0,648.4
84,purchase,28,350,2024-10-08T18:03:28.001713,4.0,1681.92
85,page_view,16,314,2024-09-26T18:03:28.001713,,
86,add_to_cart,96,129,2024-09-24T18:03:28.001713,5.0,1562.15
87,add_to_cart,13,418,2024-09-22T18:03:28.001713,4.0,1318.32
88,purchase,25,119,2024-10-05T18:03:28.001713,5.0,1333.55
89,page_view,4,871,2024-10-14T18:03:28.001713,,
90,page_view,88,570,2024-09-17T18:03:28.001713,,
91,add_to_cart,63,205,2024-10-09T18:03:28.001713,4.0,433.72
92,add_to_cart,74,566,2024-10-15T18:03:28.001713,3.0,838.11
93,purchase,15,241,2024-09-30T18:03:28.001713,5.0,1966.75
94,purchase,78,263,2024-09-22T18:03:28.001713,4.0,775.2
95,purchase,69,419,2024-09-29T18:03:28.001713,2.0,587.54
96,purchase,33,12,2024-10-03T18:03:28.001713,1.0,405.38
97,add_to_cart,79,295,2024-10-14T18:03:28.001713,5.0,566.95
98,page_view,38,10,2024-09-22T18:03:28.001713,,
99,add_to_cart,1,664,2024-09-24T18:03:28.001713,3.0,50.37
100,purchase,32,745,2024-10-11T18:03:28.001713,5.0,1698.25
101,purchase,54,719,2024-09-27T18:03:28.001713,2.0,566.32
102,purchase,47,947,2024-09-28T18:03:28.001713,3.0,747.33
103,purchase,14,146,2024-09-22T18:03:28.001713,2.0,316.94
104,page_view,67,115,2024-10-08T18:03:28.001713,,
105,purchase,23,434,2024-09-20T18:03:28.001713,4.0,1506.36
106,page_view,68,977,2024-09-28T18:03:28.001713,,
107,purchase,91,698,2024-09-29T18:03:28.001713,1.0,15.45
108,add_to_cart,68,709,2024-10-03T18:03:28.001713,1.0,412.98
109,purchase,13,885,2024-09-25T18:03:28.001713,5.0,1647.8999999999999
110,page_view,6,542,2024-10-15T18:03:28.001713,,
111,page_view,52,890,2024-09-19T18:03:28.001713,,
112,add_to_cart,12,971,2024-09-28T18:03:28.001713,4.0,1035.76
113,add_to_cart,67,596,2024-09-23T18:03:28.001713,5.0,1495.2
114,purchase,76,898,2024-09-28T18:03:28.001713,3.0,257.79
115,add_to_cart,52,436,2024-09-26T18:03:28.001713,1.0,153.98
116,page_view,22,61,2024-09-29T18:03:28.001713,,
117,page_view,96,668,2024-10-07T18:03:28.001713,,
118,add_to_cart,9,414,2024-09-26T18:03:28.001713,1.0,339.0
119,purchase,95,413,2024-09-16T18:03:28.001713,2.0,948.66
120,page_view,57,342,2024-10-08T18:03:28.001713,,
121,add_to_cart,93,751,2024-10-10T18:03:28.001713,5.0,2124.45
122,purchase,86,623,2024-10-15T18:03:28.001713,4.0,1020.4
123,purchase,3,420,2024-09-18T18:03:28.001713,4.0,925.08
124,add_to_cart,24,312,2024-09-29T18:03:28.001713,4.0,989.76
125,purchase,78,458,2024-09-28T18:03:28.001713,3.0,581.4000000000001
126,page_view,24,575,2024-09-16T18:03:28.001713,,
127,page_view,46,641,2024-09-27T18:03:28.001713,,
128,page_view,44,279,2024-09-24T18:03:28.001713,,
129,purchase,73,942,2024-10-05T18:03:28.001713,3.0,166.10999999999999
130,add_to_cart,12,679,2024-10-07T18:03:28.002713,5.0,1294.7
131,add_to_cart,23,412,2024-09-28T18:03:28.002713,4.0,1506.36
132,add_to_cart,37,782,2024-09-27T18:03:28.002713,2.0,833.26
133,add_to_cart,63,254,2024-10-12T18:03:28.002713,4.0,433.72
134,page_view,55,566,2024-09-23T18:03:28.002713,,
135,purchase,75,85,2024-09-29T18:03:28.002713,3.0,1435.23
136,add_to_cart,87,712,2024-10-10T18:03:28.002713,1.0,292.86
137,add_to_cart,85,907,2024-10-03T18:03:28.002713,2.0,970.8
138,page_view,95,42,2024-09-24T18:03:28.002713,,
139,purchase,6,174,2024-09-30T18:03:28.002713,3.0,818.01
140,page_view,19,711,2024-10-12T18:03:28.002713,,
141,purchase,71,210,2024-09-20T18:03:28.002713,1.0,455.38
142,page_view,57,170,2024-10-04T18:03:28.002713,,
143,purchase,75,685,2024-09-28T18:03:28.002713,3.0,1435.23
144,page_view,97,130,2024-10-03T18:03:28.002713,,
145,page_view,10,647,2024-09-16T18:03:28.002713,,
146,purchase,17,119,2024-10-10T18:03:28.002713,4.0,619.76
147,purchase,11,591,2024-10-01T18:03:28.002713,1.0,19.31
148,page_view,19,840,2024-10-13T18:03:28.002713,,
149,add_to_cart,43,865,2024-10-06T18:03:28.002713,3.0,165.42000000000002
150,page_view,74,689,2024-09-26T18:03:28.002713,,
151,add_to_cart,92,466,2024-10-11T18:03:28.002713,3.0,1209.6299999999999
152,add_to_cart,30,789,2024-09-22T18:03:28.002713,3.0,729.5999999999999
153,page_view,96,626,2024-10-07T18:03:28.002713,,
154,add_to_cart,59,491,2024-09-17T18:03:28.002713,5.0,372.55
155,purchase,19,147,2024-10-13T18:03:28.002713,4.0,370.0
156,purchase,47,943,2024-09-28T18:03:28.002713,5.0,1245.5500000000002
157,add_to_cart,88,99,2024-09-30T18:03:28.002713,3.0,1326.72
158,purchase,38,549,2024-10-02T18:03:28.002713,2.0,71.66
159,add_to_cart,33,385,2024-10-03T18:03:28.002713,5.0,2026.9
160,purchase,26,734,2024-09-29T18:03:28.002713,5.0,1323.15
161,page_view,41,832,2024-09-30T18:03:28.002713,,
162,purchase,7,476,2024-10-10T18:03:28.002713,1.0,240.61
163,purchase,14,364,2024-10-15T18:03:28.002713,5.0,792.35
164,add_to_cart,33,430,2024-10-02T18:03:28.002713,1.0,405.38
165,add_to_cart,52,391,2024-09-26T18:03:28.002713,4.0,615.92
166,page_view,52,700,2024-09-19T18:03:28.002713,,
167,page_view,61,513,2024-09-20T18:03:28.002713,,
168,purchase,59,731,2024-10-13T18:03:28.002713,5.0,372.55
169,add_to_cart,2,938,2024-10-14T18:03:28.002713,5.0,1021.5999999999999
170,page_view,42,815,2024-10-11T18:03:28.002713,,
171,page_view,48,593,2024-09-17T18:03:28.002713,,
172,purchase,83,295,2024-10-06T18:03:28.002713,1.0,471.73
173,add_to_cart,11,707,2024-10-15T18:03:28.002713,4.0,77.24
174,add_to_cart,14,23,2024-10-10T18:03:28.002713,4.0,633.88
175,add_to_cart,52,746,2024-09-22T18:03:28.002713,3.0,461.93999999999994
176,page_view,88,820,2024-10-04T18:03:28.002713,,
177,add_to_cart,1,283,2024-10-01T18:03:28.002713,4.0,67.16
178,page_view,99,191,2024-10-10T18:03:28.002713,,
179,add_to_cart,25,137,2024-10-08T18:03:28.002713,3.0,800.1299999999999
180,page_view,42,305,2024-10-10T18:03:28.002713,,
181,purchase,85,795,2024-09-22T18:03:28.002713,3.0,1456.1999999999998
182,purchase,87,771,2024-10-04T18:03:28.002713,5.0,1464.3000000000002
183,purchase,36,533,2024-10-06T18:03:28.002713,1.0,463.44
184,add_to_cart,89,64,2024-10-09T18:03:28.002713,5.0,1457.25
185,add_to_cart,76,646,2024-10-06T18:03:28.002713,3.0,257.79
186,page_view,36,457,2024-10-07T18:03:28.002713,,
187,purchase,94,167,2024-09-20T18:03:28.002713,2.0,326.64
188,purchase,87,144,2024-10-05T18:03:28.002713,2.0,585.72
189,add_to_cart,41,989,2024-10-02T18:03:28.003713,5.0,1376.3
190,purchase,32,713,2024-09-27T18:03:28.003713,5.0,1698.25
191,page_view,76,877,2024-09-18T18:03:28.003713,,
192,page_view,17,194,2024-10-02T18:03:28.003713,,
193,purchase,67,239,2024-10-08T18:03:28.003713,3.0,897.1200000000001
194,add_to_cart,52,155,2024-10-07T18:03:28.003713,3.0,461.93999999999994
195,purchase,76,621,2024-09-28T18:03:28.003713,5.0,429.65000000000003
196,add_to_cart,1,823,2024-10-12T18:03:28.003713,4.0,67.16
197,add_to_cart,56,558,2024-10-10T18:03:28.003713,1.0,166.85
198,page_view,49,941,2024-10-01T18:03:28.003713,,
199,page_view,29,585,2024-09-30T18:03:28.003713,,
200,purchase,59,326,2024-09-20T18:03:28.003713,1.0,74.51
201,add_to_cart,13,689,2024-10-15T18:03:28.003713,5.0,1647.8999999999999
202,page_view,50,584,2024-10-13T18:03:28.003713,,
203,add_to_cart,41,285,2024-09-21T18:03:28.003713,2.0,550.52
204,page_view,87,267,2024-09-21T18:03:28.003713,,
205,add_to_cart,62,536,2024-09-25T18:03:28.003713,1.0,396.26
206,purchase,60,24,2024-09-24T18:03:28.003713,5.0,1506.35
207,page_view,9,481,2024-10-06T18:03:28.003713,,
208,page_view,28,787,2024-10-09T18:03:28.003713,,
209,add_to_cart,93,945,2024-09-30T18:03:28.003713,2.0,849.78
210,page_view,80,822,2024-09-25T18:03:28.003713,,
211,page_view,16,924,2024-09-25T18:03:28.003713,,
212,page_view,8,851,2024-09-25T18:03:28.003713,,
213,purchase,18,149,2024-10-07T18:03:28.003713,4.0,468.76
214,add_to_cart,83,468,2024-10-10T18:03:28.003713,1.0,471.73
215,add_to_cart,30,501,2024-10-12T18:03:28.003713,5.0,1216.0
216,add_to_cart,2,719,2024-09-18T18:03:28.003713,2.0,408.64
217,purchase,22,816,2024-09-29T18:03:28.003713,3.0,846.78
218,purchase,15,765,2024-10-04T18:03:28.003713,4.0,1573.4
219,purchase,44,999,2024-10-07T18:03:28.003713,3.0,1308.6299999999999
220,add_to_cart,12,743,2024-10-09T18:03:28.003713,1.0,258.94
221,page_view,25,830,2024-09-16T18:03:28.003713,,
222,page_view,42,240,2024-09-18T18:03:28.003713,,
223,page_view,94,95,2024-10-12T18:03:28.003713,,
224,page_view,68,738,2024-10-11T18:03:28.003713,,
225,add_to_cart,26,43,2024-09-28T18:03:28.003713,3.0,793.89
226,add_to_cart,85,172,2024-10-02T18:03:28.003713,2.0,970.8
227,add_to_cart,41,832,2024-10-10T18:03:28.003713,4.0,1101.04
228,add_to_cart,59,900,2024-10-05T18:03:28.003713,2.0,149.02
229,purchase,19,108,2024-10-04T18:03:28.003713,1.0,92.5
230,page_view,23,823,2024-09-28T18:03:28.003713,,
231,purchase,67,813,2024-10-11T18:03:28.003713,5.0,1495.2
232,add_to_cart,35,259,2024-10-05T18:03:28.003713,2.0,105.48
233,page_view,100,882,2024-10-09T18:03:28.003713,,
234,page_view,88,611,2024-09-28T18:03:28.003713,,
235,page_view,16,844,2024-10-06T18:03:28.003713,,
236,add_to_cart,48,367,2024-10-10T18:03:28.003713,1.0,166.12
237,add_to_cart,81,886,2024-10-14T18:03:28.003713,2.0,289.78
238,page_view,46,93,2024-10-11T18:03:28.003713,,
239,add_to_cart,29,803,2024-09-20T18:03:28.003713,4.0,1491.04
240,page_view,85,392,2024-09-21T18:03:28.003713,,
241,purchase,73,849,2024-09-21T18:03:28.003713,1.0,55.37
242,page_view,91,247,2024-10-13T18:03:28.003713,,
243,add_to_cart,29,324,2024-10-10T18:03:28.003713,4.0,1491.04
244,add_to_cart,32,577,2024-09-30T18:03:28.003713,2.0,679.3
245,add_to_cart,26,699,2024-09-21T18:03:28.003713,4.0,1058.52
246,purchase,64,432,2024-10-05T18:03:28.003713,2.0,980.98
247,purchase,24,623,2024-10-02T18:03:28.003713,3.0,742.3199999999999
248,purchase,7,45,2024-09-19T18:03:28.003713,5.0,1203.0500000000002
249,page_view,42,978,2024-10-12T18:03:28.003713,,
250,add_to_cart,11,285,2024-09-18T18:03:28.004713,3.0,57.92999999999999
251,page_view,71,575,2024-10-14T18:03:28.004713,,
252,purchase,35,524,2024-10-14T18:03:28.004713,3.0,158.22
253,page_view,67,870,2024-09-23T18:03:28.004713,,
254,purchase,46,166,2024-09-21T18:03:28.004713,3.0,810.48
255,add_to_cart,98,969,2024-09-17T18:03:28.004713,3.0,805.86
256,add_to_cart,6,66,2024-10-10T18:03:28.004713,1.0,272.67
257,purchase,66,414,2024-10-13T18:03:28.004713,4.0,1312.4
258,page_view,6,569,2024-09-21T18:03:28.004713,,
259,purchase,39,130,2024-09-17T18:03:28.004713,5.0,1356.6999999999998
260,purchase,10,165,2024-09-16T18:03:28.004713,3.0,970.77
261,purchase,27,936,2024-09-30T18:03:28.004713,1.0,363.27
262,purchase,83,531,2024-09-16T18:03:28.004713,2.0,943.46
263,add_to_cart,76,590,2024-09-22T18:03:28.004713,3.0,257.79
264,add_to_cart,63,81,2024-09-20T18:03:28.004713,4.0,433.72
265,add_to_cart,15,816,2024-09-17T18:03:28.004713,1.0,393.35
266,add_to_cart,41,438,2024-09-25T18:03:28.004713,3.0,825.78
267,page_view,58,295,2024-10-08T18:03:28.004713,,
268,add_to_cart,72,788,2024-10-15T18:03:28.004713,1.0,182.16
269,purchase,43,885,2024-09-16T18:03:28.004713,2.0,110.28
270,purchase,19,155,2024-09-24T18:03:28.004713,4.0,370.0
271,purchase,62,211,2024-10-02T18:03:28.004713,1.0,396.26
272,purchase,9,958,2024-09-30T18:03:28.004713,4.0,1356.0
273,page_view,44,2,2024-09-30T18:03:28.004713,,
274,page_view,14,612,2024-09-18T18:03:28.004713,,
275,page_view,37,520,2024-09-27T18:03:28.004713,,
276,page_view,56,123,2024-09-23T18:03:28.004713,,
277,purchase,30,757,2024-09-29T18:03:28.004713,2.0,486.4
278,add_to_cart,43,856,2024-10-11T18:03:28.004713,2.0,110.28
279,page_view,40,502,2024-09-25T18:03:28.004713,,
280,add_to_cart,70,953,2024-10-07T18:03:28.004713,3.0,1264.8899999999999
281,purchase,59,812,2024-10-11T18:03:28.004713,2.0,149.02
282,add_to_cart,51,388,2024-09-18T18:03:28.004713,3.0,464.61
283,add_to_cart,79,948,2024-10-09T18:03:28.004713,4.0,453.56
284,add_to_cart,30,232,2024-10-11T18:03:28.004713,3.0,729.5999999999999
285,purchase,81,9,2024-10-15T18:03:28.004713,5.0,724.4499999999999
286,page_view,23,280,2024-09-26T18:03:28.004713,,
287,purchase,78,46,2024-09-16T18:03:28.004713,2.0,387.6
288,page_view,80,158,2024-09-26T18:03:28.004713,,
289,add_to_cart,62,29,2024-10-02T18:03:28.004713,2.0,792.52
290,purchase,2,224,2024-10-07T18:03:28.004713,2.0,408.64
291,page_view,3,801,2024-09-29T18:03:28.004713,,
292,add_to_cart,4,118,2024-09-22T18:03:28.004713,5.0,295.25
293,add_to_cart,36,499,2024-09-22T18:03:28.004713,3.0,1390.32
294,purchase,21,122,2024-09-28T18:03:28.004713,4.0,929.64
295,purchase,91,154,2024-10-13T18:03:28.004713,3.0,46.349999999999994
296,add_to_cart,26,62,2024-09-24T18:03:28.004713,2.0,529.26
297,page_view,46,9,2024-09-23T18:03:28.004713,,
298,purchase,43,805,2024-10-09T18:03:28.004713,3.0,165.42000000000002
299,page_view,73,439,2024-09-29T18:03:28.004713,,
300,page_view,94,308,2024-10-02T18:03:28.004713,,
301,page_view,84,228,2024-10-13T18:03:28.004713,,
302,add_to_cart,54,352,2024-09-26T18:03:28.004713,1.0,283.16
303,add_to_cart,55,196,2024-10-14T18:03:28.004713,3.0,1391.25
304,purchase,38,797,2024-09-27T18:03:28.004713,2.0,71.66
305,purchase,62,652,2024-09-22T18:03:28.004713,5.0,1981.3
306,add_to_cart,83,196,2024-10-14T18:03:28.004713,1.0,471.73
307,add_to_cart,17,384,2024-09-21T18:03:28.004713,2.0,309.88
308,page_view,75,10,2024-10-08T18:03:28.004713,,
309,page_view,42,773,2024-09-21T18:03:28.004713,,
310,add_to_cart,18,200,2024-10-02T18:03:28.005712,3.0,351.57
311,purchase,4,550,2024-09-28T18:03:28.005712,1.0,59.05
312,add_to_cart,21,246,2024-10-02T18:03:28.005712,5.0,1162.05
313,purchase,21,618,2024-09-16T18:03:28.005712,1.0,232.41
314,page_view,73,158,2024-10-10T18:03:28.005712,,
315,add_to_cart,57,174,2024-09-29T18:03:28.005712,1.0,323.42
316,page_view,9,556,2024-09-29T18:03:28.005712,,
317,page_view,21,901,2024-10-05T18:03:28.005712,,
318,purchase,10,303,2024-09-25T18:03:28.005712,5.0,1617.9499999999998
319,purchase,61,434,2024-09-27T18:03:28.005712,3.0,539.34
320,add_to_cart,11,888,2024-09-24T18:03:28.005712,2.0,38.62
321,add_to_cart,66,507,2024-09-16T18:03:28.005712,1.0,328.1
322,purchase,59,828,2024-10-15T18:03:28.005712,5.0,372.55
323,page_view,41,703,2024-09-28T18:03:28.005712,,
324,page_view,1,613,2024-09-23T18:03:28.005712,,
325,purchase,74,47,2024-09-21T18:03:28.005712,1.0,279.37
326,purchase,87,710,2024-10-09T18:03:28.005712,5.0,1464.3000000000002
327,add_to_cart,9,171,2024-10-08T18:03:28.005712,4.0,1356.0
328,purchase,38,766,2024-09-29T18:03:28.005712,4.0,143.32
329,add_to_cart,61,534,2024-09-26T18:03:28.005712,5.0,898.9
330,add_to_cart,25,992,2024-09-21T18:03:28.005712,5.0,1333.55
331,add_to_cart,55,763,2024-09-21T18:03:28.005712,5.0,2318.75
332,page_view,67,853,2024-09-22T18:03:28.005712,,
333,purchase,89,658,2024-10-05T18:03:28.005712,3.0,874.3499999999999
334,add_to_cart,50,572,2024-10-04T18:03:28.005712,5.0,1489.8
335,page_view,58,428,2024-10-05T18:03:28.005712,,
336,page_view,14,752,2024-10-15T18:03:28.005712,,
337,page_view,26,579,2024-10-01T18:03:28.005712,,
338,purchase,18,434,2024-10-12T18:03:28.005712,3.0,351.57
339,purchase,13,102,2024-10-11T18:03:28.005712,1.0,329.58
340,page_view,81,894,2024-10-02T18:03:28.005712,,
341,purchase,77,422,2024-09-30T18:03:28.005712,4.0,1063.16
342,purchase,31,578,2024-10-02T18:03:28.005712,3.0,885.5999999999999
343,add_to_cart,60,802,2024-10-13T18:03:28.005712,2.0,602.54
344,purchase,49,388,2024-10-11T18:03:28.005712,1.0,441.95
345,add_to_cart,12,483,2024-10-12T18:03:28.005712,4.0,1035.76
346,page_view,36,385,2024-10-06T18:03:28.005712,,
347,add_to_cart,66,169,2024-09-21T18:03:28.005712,5.0,1640.5
348,purchase,30,619,2024-09-22T18:03:28.005712,4.0,972.8
349,purchase,21,185,2024-09-24T18:03:28.005712,5.0,1162.05
350,add_to_cart,1,137,2024-09-27T18:03:28.005712,5.0,83.94999999999999
351,add_to_cart,95,911,2024-09-18T18:03:28.005712,1.0,474.33
352,page_view,25,399,2024-09-21T18:03:28.005712,,
353,page_view,5,502,2024-09-22T18:03:28.005712,,
354,purchase,10,157,2024-10-12T18:03:28.005712,1.0,323.59
355,add_to_cart,59,408,2024-10-09T18:03:28.005712,4.0,298.04
356,page_view,60,389,2024-09-23T18:03:28.005712,,
357,purchase,38,951,2024-10-02T18:03:28.005712,5.0,179.14999999999998
358,purchase,57,197,2024-10-02T18:03:28.005712,3.0,970.26
359,page_view,36,753,2024-10-15T18:03:28.005712,,
360,purchase,67,819,2024-09-30T18:03:28.005712,1.0,299.04
361,add_to_cart,34,434,2024-09-24T18:03:28.005712,1.0,109.0
362,add_to_cart,87,939,2024-10-04T18:03:28.005712,1.0,292.86
363,purchase,16,993,2024-09-24T18:03:28.005712,3.0,1292.22
364,page_view,23,362,2024-09-22T18:03:28.005712,,
365,page_view,21,582,2024-10-03T18:03:28.005712,,
366,purchase,16,129,2024-10-14T18:03:28.005712,3.0,1292.22
367,purchase,89,373,2024-10-15T18:03:28.005712,4.0,1165.8
368,purchase,26,219,2024-10-12T18:03:28.005712,1.0,264.63
369,page_view,44,504,2024-09-19T18:03:28.005712,,
370,purchase,13,365,2024-09-27T18:03:28.005712,5.0,1647.8999999999999
371,page_view,78,448,2024-09-26T18:03:28.006712,,
372,purchase,5,220,2024-10-12T18:03:28.006712,4.0,359.64
373,page_view,54,348,2024-09-21T18:03:28.006712,,
374,page_view,31,895,2024-10-07T18:03:28.006712,,
375,add_to_cart,29,190,2024-10-10T18:03:28.006712,4.0,1491.04
376,page_view,56,867,2024-10-11T18:03:28.006712,,
377,page_view,99,558,2024-10-02T18:03:28.006712,,
378,add_to_cart,3,607,2024-09-29T18:03:28.006712,1.0,231.27
379,page_view,94,993,2024-09-25T18:03:28.006712,,
380,page_view,80,555,2024-09-23T18:03:28.006712,,
381,add_to_cart,54,787,2024-09-23T18:03:28.006712,4.0,1132.64
382,page_view,77,407,2024-10-08T18:03:28.006712,,
383,purchase,41,221,2024-10-12T18:03:28.006712,4.0,1101.04
384,purchase,65,990,2024-09-24T18:03:28.006712,1.0,42.65
385,page_view,83,271,2024-10-03T18:03:28.006712,,
386,page_view,67,805,2024-10-01T18:03:28.006712,,
387,add_to_cart,53,62,2024-09-22T18:03:28.006712,3.0,1374.15
388,purchase,8,113,2024-09-22T18:03:28.006712,4.0,425.8
389,add_to_cart,33,769,2024-10-07T18:03:28.006712,4.0,1621.52
390,page_view,42,247,2024-10-03T18:03:28.006712,,
391,page_view,12,52,2024-09-23T18:03:28.006712,,
392,purchase,97,294,2024-09-28T18:03:28.006712,2.0,767.22
393,purchase,89,241,2024-10-13T18:03:28.006712,3.0,874.3499999999999
394,purchase,99,125,2024-10-10T18:03:28.006712,3.0,1174.74
395,page_view,64,473,2024-10-15T18:03:28.006712,,
396,page_view,27,300,2024-10-01T18:03:28.006712,,
397,page_view,65,948,2024-09-19T18:03:28.006712,,
398,purchase,19,78,2024-10-11T18:03:28.006712,5.0,462.5
399,purchase,33,43,2024-09-19T18:03:28.006712,4.0,1621.52
400,purchase,69,361,2024-10-06T18:03:28.006712,4.0,1175.08
401,add_to_cart,90,35,2024-10-08T18:03:28.006712,3.0,455.04
402,add_to_cart,49,442,2024-09-22T18:03:28.006712,5.0,2209.75
403,page_view,76,963,2024-10-14T18:03:28.006712,,
404,page_view,45,327,2024-09-21T18:03:28.006712,,
405,page_view,19,22,2024-09-22T18:03:28.006712,,
406,add_to_cart,52,924,2024-09-21T18:03:28.006712,4.0,615.92
407,purchase,78,734,2024-09-17T18:03:28.006712,1.0,193.8
408,purchase,98,409,2024-09-29T18:03:28.006712,4.0,1074.48
409,page_view,17,526,2024-10-09T18:03:28.006712,,
410,add_to_cart,84,28,2024-10-07T18:03:28.006712,3.0,486.29999999999995
411,page_view,4,488,2024-09-24T18:03:28.006712,,
412,page_view,52,202,2024-09-24T18:03:28.006712,,
413,page_view,55,516,2024-09-27T18:03:28.006712,,
414,page_view,82,599,2024-09-30T18:03:28.006712,,
415,page_view,89,328,2024-09-22T18:03:28.006712,,
416,purchase,1,246,2024-09-30T18:03:28.006712,2.0,33.58
417,purchase,14,923,2024-09-20T18:03:28.006712,2.0,316.94
